 num_wann=          18 num_Kpathpoints=         138
  0.98000987E-01 -0.96770186E+01  0.55556071E-01  0.55555755E-01  0.55555925E-01  0.55555132E-01  0.55555302E-01  0.55554930E-01  0.55555430E-01  0.55555642E-01  0.55555789E-01  0.55555781E-01  0.55555639E-01  0.55555421E-01  0.55554953E-01  0.55555319E-01  0.55555142E-01  0.55555940E-01  0.55555747E-01  0.55556083E-01
  0.10780109E+00 -0.96997780E+01  0.55552185E-01  0.55553344E-01  0.55550850E-01  0.55558187E-01  0.55559675E-01  0.55557274E-01  0.55555842E-01  0.55557339E-01  0.55555277E-01  0.55555269E-01  0.55557336E-01  0.55555833E-01  0.55557297E-01  0.55559694E-01  0.55558197E-01  0.55550865E-01  0.55553338E-01  0.55552198E-01
  0.11760118E+00 -0.97219722E+01  0.55549233E-01  0.55551469E-01  0.55546833E-01  0.55560239E-01  0.55562948E-01  0.55558619E-01  0.55556463E-01  0.55559083E-01  0.55555084E-01  0.55555075E-01  0.55559079E-01  0.55556454E-01  0.55558643E-01  0.55562967E-01  0.55560249E-01  0.55546848E-01  0.55551465E-01  0.55549247E-01
  0.12740128E+00 -0.97436013E+01  0.55547115E-01  0.55550020E-01  0.55543793E-01  0.55561455E-01  0.55565262E-01  0.55559156E-01  0.55557224E-01  0.55560787E-01  0.55555159E-01  0.55555151E-01  0.55560781E-01  0.55557215E-01  0.55559179E-01  0.55565281E-01  0.55561466E-01  0.55543808E-01  0.55550018E-01  0.55547130E-01
  0.13720138E+00 -0.97646650E+01  0.55545738E-01  0.55548915E-01  0.55541653E-01  0.55561986E-01  0.55566740E-01  0.55559051E-01  0.55558061E-01  0.55562374E-01  0.55555450E-01  0.55555442E-01  0.55562368E-01  0.55558051E-01  0.55559075E-01  0.55566760E-01  0.55561998E-01  0.55541668E-01  0.55548914E-01  0.55545755E-01
  0.14700148E+00 -0.97851631E+01  0.55545013E-01  0.55548095E-01  0.55540331E-01  0.55561968E-01  0.55567502E-01  0.55558461E-01  0.55558913E-01  0.55563782E-01  0.55555903E-01  0.55555894E-01  0.55563775E-01  0.55558903E-01  0.55558485E-01  0.55567522E-01  0.55561979E-01  0.55540346E-01  0.55548096E-01  0.55545031E-01
  0.15680158E+00 -0.98050951E+01  0.55544848E-01  0.55547520E-01  0.55539739E-01  0.55561526E-01  0.55567659E-01  0.55557528E-01  0.55559727E-01  0.55564959E-01  0.55556462E-01  0.55556454E-01  0.55564952E-01  0.55559716E-01  0.55557552E-01  0.55567680E-01  0.55561537E-01  0.55539754E-01  0.55547522E-01  0.55544866E-01
  0.16660168E+00 -0.98244605E+01  0.55545149E-01  0.55547158E-01  0.55539781E-01  0.55560777E-01  0.55567322E-01  0.55556385E-01  0.55560453E-01  0.55565866E-01  0.55557074E-01  0.55557066E-01  0.55565858E-01  0.55560442E-01  0.55556408E-01  0.55567343E-01  0.55560789E-01  0.55539797E-01  0.55547162E-01  0.55545168E-01
  0.17640178E+00 -0.98432586E+01  0.55545823E-01  0.55546992E-01  0.55540357E-01  0.55559830E-01  0.55566599E-01  0.55555152E-01  0.55561050E-01  0.55566476E-01  0.55557686E-01  0.55557678E-01  0.55566467E-01  0.55561039E-01  0.55555175E-01  0.55566620E-01  0.55559842E-01  0.55540372E-01  0.55546997E-01  0.55545843E-01
  0.18620187E+00 -0.98614886E+01  0.55546775E-01  0.55547005E-01  0.55541361E-01  0.55558782E-01  0.55565590E-01  0.55553936E-01  0.55561487E-01  0.55566776E-01  0.55558252E-01  0.55558244E-01  0.55566766E-01  0.55561476E-01  0.55553959E-01  0.55565611E-01  0.55558795E-01  0.55541377E-01  0.55547012E-01  0.55546795E-01
  0.19600197E+00 -0.98791496E+01  0.55547914E-01  0.55547190E-01  0.55542688E-01  0.55557720E-01  0.55564392E-01  0.55552828E-01  0.55561740E-01  0.55566762E-01  0.55558729E-01  0.55558722E-01  0.55566752E-01  0.55561729E-01  0.55552851E-01  0.55564414E-01  0.55557733E-01  0.55542704E-01  0.55547197E-01  0.55547935E-01
  0.20580207E+00 -0.98962408E+01  0.55549155E-01  0.55547535E-01  0.55544235E-01  0.55556716E-01  0.55563093E-01  0.55551904E-01  0.55561795E-01  0.55566446E-01  0.55559086E-01  0.55559078E-01  0.55566435E-01  0.55561784E-01  0.55551926E-01  0.55563114E-01  0.55556729E-01  0.55544250E-01  0.55547543E-01  0.55549176E-01
  0.21560217E+00 -0.99127611E+01  0.55550419E-01  0.55548034E-01  0.55545904E-01  0.55555830E-01  0.55561768E-01  0.55551219E-01  0.55561649E-01  0.55565846E-01  0.55559295E-01  0.55559288E-01  0.55565835E-01  0.55561637E-01  0.55551240E-01  0.55561789E-01  0.55555843E-01  0.55545920E-01  0.55548043E-01  0.55550440E-01
  0.22540227E+00 -0.99287095E+01  0.55551639E-01  0.55548675E-01  0.55547608E-01  0.55555106E-01  0.55560485E-01  0.55550810E-01  0.55561306E-01  0.55564993E-01  0.55559342E-01  0.55559335E-01  0.55564982E-01  0.55561294E-01  0.55550831E-01  0.55560505E-01  0.55555119E-01  0.55547624E-01  0.55548685E-01  0.55551660E-01
  0.23520237E+00 -0.99440849E+01  0.55552759E-01  0.55549446E-01  0.55549269E-01  0.55554573E-01  0.55559296E-01  0.55550698E-01  0.55560780E-01  0.55563923E-01  0.55559221E-01  0.55559214E-01  0.55563912E-01  0.55560769E-01  0.55550718E-01  0.55559316E-01  0.55554586E-01  0.55549284E-01  0.55549456E-01  0.55552780E-01
  0.24500247E+00 -0.99588865E+01  0.55553735E-01  0.55550329E-01  0.55550822E-01  0.55554246E-01  0.55558242E-01  0.55550881E-01  0.55560094E-01  0.55562681E-01  0.55558935E-01  0.55558928E-01  0.55562670E-01  0.55560083E-01  0.55550901E-01  0.55558262E-01  0.55554260E-01  0.55550838E-01  0.55550339E-01  0.55553755E-01
  0.25480257E+00 -0.99731131E+01  0.55554537E-01  0.55551305E-01  0.55552218E-01  0.55554128E-01  0.55557350E-01  0.55551345E-01  0.55559275E-01  0.55561313E-01  0.55558496E-01  0.55558490E-01  0.55561302E-01  0.55559265E-01  0.55551363E-01  0.55557370E-01  0.55554141E-01  0.55552233E-01  0.55551314E-01  0.55554556E-01
  0.26460266E+00 -0.99867639E+01  0.55555148E-01  0.55552347E-01  0.55553421E-01  0.55554206E-01  0.55556635E-01  0.55552057E-01  0.55558357E-01  0.55559870E-01  0.55557926E-01  0.55557920E-01  0.55559858E-01  0.55558347E-01  0.55552075E-01  0.55556654E-01  0.55554219E-01  0.55553436E-01  0.55552357E-01  0.55555168E-01
  0.27440276E+00 -0.99998379E+01  0.55555566E-01  0.55553429E-01  0.55554411E-01  0.55554458E-01  0.55556100E-01  0.55552976E-01  0.55557377E-01  0.55558401E-01  0.55557251E-01  0.55557245E-01  0.55558389E-01  0.55557367E-01  0.55552993E-01  0.55556119E-01  0.55554472E-01  0.55554425E-01  0.55553438E-01  0.55555585E-01
  0.28420286E+00 -0.10012334E+02  0.55555797E-01  0.55554519E-01  0.55555180E-01  0.55554856E-01  0.55555738E-01  0.55554048E-01  0.55556372E-01  0.55556955E-01  0.55556503E-01  0.55556497E-01  0.55556944E-01  0.55556363E-01  0.55554064E-01  0.55555756E-01  0.55554869E-01  0.55555194E-01  0.55554529E-01  0.55555816E-01
  0.29400296E+00 -0.10024253E+02  0.55555861E-01  0.55555587E-01  0.55555735E-01  0.55555362E-01  0.55555534E-01  0.55555214E-01  0.55555381E-01  0.55555579E-01  0.55555718E-01  0.55555711E-01  0.55555567E-01  0.55555372E-01  0.55555229E-01  0.55555551E-01  0.55555375E-01  0.55555749E-01  0.55555596E-01  0.55555880E-01
  0.30380306E+00 -0.10035592E+02  0.55555784E-01  0.55556599E-01  0.55556092E-01  0.55555935E-01  0.55555464E-01  0.55556414E-01  0.55554440E-01  0.55554312E-01  0.55554931E-01  0.55554925E-01  0.55554301E-01  0.55554432E-01  0.55556428E-01  0.55555481E-01  0.55555949E-01  0.55556105E-01  0.55556608E-01  0.55555802E-01
  0.31360316E+00 -0.10046352E+02  0.55555597E-01  0.55557526E-01  0.55556276E-01  0.55556536E-01  0.55555503E-01  0.55557585E-01  0.55553583E-01  0.55553189E-01  0.55554178E-01  0.55554172E-01  0.55553178E-01  0.55553575E-01  0.55557598E-01  0.55555519E-01  0.55556549E-01  0.55556288E-01  0.55557535E-01  0.55555614E-01
  0.32340326E+00 -0.10056531E+02  0.55555334E-01  0.55558339E-01  0.55556316E-01  0.55557124E-01  0.55555620E-01  0.55558672E-01  0.55552838E-01  0.55552238E-01  0.55553493E-01  0.55553487E-01  0.55552228E-01  0.55552831E-01  0.55558683E-01  0.55555636E-01  0.55557136E-01  0.55556327E-01  0.55558347E-01  0.55555351E-01
  0.33320335E+00 -0.10066131E+02  0.55555033E-01  0.55559015E-01  0.55556247E-01  0.55557661E-01  0.55555786E-01  0.55559623E-01  0.55552228E-01  0.55551480E-01  0.55552904E-01  0.55552898E-01  0.55551469E-01  0.55552221E-01  0.55559633E-01  0.55555801E-01  0.55557673E-01  0.55556258E-01  0.55559023E-01  0.55555048E-01
  0.34300345E+00 -0.10075149E+02  0.55554726E-01  0.55559535E-01  0.55556103E-01  0.55558116E-01  0.55555973E-01  0.55560397E-01  0.55551769E-01  0.55550924E-01  0.55552435E-01  0.55552429E-01  0.55550914E-01  0.55551763E-01  0.55560406E-01  0.55555987E-01  0.55558128E-01  0.55556113E-01  0.55559542E-01  0.55554741E-01
  0.35280355E+00 -0.10083587E+02  0.55554444E-01  0.55559888E-01  0.55555918E-01  0.55558464E-01  0.55556154E-01  0.55560963E-01  0.55551469E-01  0.55550576E-01  0.55552102E-01  0.55552096E-01  0.55550566E-01  0.55551464E-01  0.55560972E-01  0.55556167E-01  0.55558476E-01  0.55555927E-01  0.55559895E-01  0.55554458E-01
  0.36260365E+00 -0.10091443E+02  0.55554213E-01  0.55560069E-01  0.55555721E-01  0.55558689E-01  0.55556309E-01  0.55561304E-01  0.55551332E-01  0.55550429E-01  0.55551914E-01  0.55551909E-01  0.55550419E-01  0.55551327E-01  0.55561312E-01  0.55556321E-01  0.55558700E-01  0.55555730E-01  0.55560076E-01  0.55554226E-01
  0.37240375E+00 -0.10098719E+02  0.55554050E-01  0.55560082E-01  0.55555539E-01  0.55558782E-01  0.55556421E-01  0.55561414E-01  0.55551350E-01  0.55550471E-01  0.55551872E-01  0.55551868E-01  0.55550461E-01  0.55551346E-01  0.55561421E-01  0.55556433E-01  0.55558793E-01  0.55555547E-01  0.55560088E-01  0.55554063E-01
  0.38220385E+00 -0.10105412E+02  0.55553969E-01  0.55559936E-01  0.55555389E-01  0.55558743E-01  0.55556480E-01  0.55561301E-01  0.55551512E-01  0.55550682E-01  0.55551971E-01  0.55551967E-01  0.55550673E-01  0.55551508E-01  0.55561307E-01  0.55556491E-01  0.55558753E-01  0.55555396E-01  0.55559942E-01  0.55553981E-01
  0.39200395E+00 -0.10111524E+02  0.55553971E-01  0.55559650E-01  0.55555285E-01  0.55558580E-01  0.55556481E-01  0.55560983E-01  0.55551799E-01  0.55551037E-01  0.55552197E-01  0.55552193E-01  0.55551029E-01  0.55551796E-01  0.55560989E-01  0.55556492E-01  0.55558589E-01  0.55555292E-01  0.55559655E-01  0.55553982E-01
  0.40180405E+00 -0.10117054E+02  0.55554054E-01  0.55559247E-01  0.55555232E-01  0.55558309E-01  0.55556426E-01  0.55560492E-01  0.55552187E-01  0.55551506E-01  0.55552530E-01  0.55552526E-01  0.55551499E-01  0.55552185E-01  0.55560497E-01  0.55556436E-01  0.55558317E-01  0.55555239E-01  0.55559252E-01  0.55554065E-01
  0.41160414E+00 -0.10122002E+02  0.55554208E-01  0.55558757E-01  0.55555231E-01  0.55557953E-01  0.55556321E-01  0.55559866E-01  0.55552650E-01  0.55552056E-01  0.55552944E-01  0.55552941E-01  0.55552049E-01  0.55552648E-01  0.55559871E-01  0.55556331E-01  0.55557960E-01  0.55555237E-01  0.55558761E-01  0.55554217E-01
  0.42140424E+00 -0.10126368E+02  0.55554417E-01  0.55558211E-01  0.55555276E-01  0.55557537E-01  0.55556177E-01  0.55559151E-01  0.55553157E-01  0.55552650E-01  0.55553412E-01  0.55553409E-01  0.55552644E-01  0.55553155E-01  0.55559155E-01  0.55556186E-01  0.55557543E-01  0.55555281E-01  0.55558215E-01  0.55554425E-01
  0.43120434E+00 -0.10130152E+02  0.55554661E-01  0.55557645E-01  0.55555356E-01  0.55557092E-01  0.55556007E-01  0.55558395E-01  0.55553676E-01  0.55553255E-01  0.55553901E-01  0.55553899E-01  0.55553250E-01  0.55553675E-01  0.55558399E-01  0.55556015E-01  0.55557097E-01  0.55555361E-01  0.55557648E-01  0.55554669E-01
  0.44100444E+00 -0.10133354E+02  0.55554919E-01  0.55557093E-01  0.55555458E-01  0.55556648E-01  0.55555826E-01  0.55557650E-01  0.55554178E-01  0.55553834E-01  0.55554381E-01  0.55554379E-01  0.55553830E-01  0.55554178E-01  0.55557653E-01  0.55555834E-01  0.55556652E-01  0.55555463E-01  0.55557096E-01  0.55554926E-01
  0.45080454E+00 -0.10135974E+02  0.55555169E-01  0.55556589E-01  0.55555569E-01  0.55556237E-01  0.55555651E-01  0.55556962E-01  0.55554634E-01  0.55554357E-01  0.55554822E-01  0.55554821E-01  0.55554354E-01  0.55554634E-01  0.55556965E-01  0.55555658E-01  0.55556240E-01  0.55555573E-01  0.55556592E-01  0.55555174E-01
  0.46060464E+00 -0.10138012E+02  0.55555389E-01  0.55556163E-01  0.55555673E-01  0.55555885E-01  0.55555496E-01  0.55556377E-01  0.55555017E-01  0.55554795E-01  0.55555196E-01  0.55555195E-01  0.55554793E-01  0.55555018E-01  0.55556380E-01  0.55555503E-01  0.55555886E-01  0.55555677E-01  0.55556165E-01  0.55555393E-01
  0.47040474E+00 -0.10139468E+02  0.55555561E-01  0.55555839E-01  0.55555758E-01  0.55555616E-01  0.55555375E-01  0.55555931E-01  0.55555307E-01  0.55555125E-01  0.55555480E-01  0.55555481E-01  0.55555124E-01  0.55555308E-01  0.55555933E-01  0.55555381E-01  0.55555616E-01  0.55555761E-01  0.55555841E-01  0.55555563E-01
  0.48020483E+00 -0.10140341E+02  0.55555670E-01  0.55555637E-01  0.55555813E-01  0.55555447E-01  0.55555298E-01  0.55555652E-01  0.55555488E-01  0.55555330E-01  0.55555658E-01  0.55555659E-01  0.55555329E-01  0.55555489E-01  0.55555654E-01  0.55555304E-01  0.55555446E-01  0.55555816E-01  0.55555639E-01  0.55555671E-01
  0.48995041E+00 -0.10140632E+02  0.55555708E-01  0.55555569E-01  0.55555832E-01  0.55555390E-01  0.55555272E-01  0.55555556E-01  0.55555549E-01  0.55555399E-01  0.55555718E-01  0.55555720E-01  0.55555400E-01  0.55555551E-01  0.55555559E-01  0.55555278E-01  0.55555387E-01  0.55555835E-01  0.55555570E-01  0.55555708E-01
  0.49969598E+00 -0.10140343E+02  0.55555576E-01  0.55555682E-01  0.55555672E-01  0.55555441E-01  0.55555472E-01  0.55555668E-01  0.55555442E-01  0.55555452E-01  0.55555587E-01  0.55555588E-01  0.55555452E-01  0.55555445E-01  0.55555670E-01  0.55555478E-01  0.55555440E-01  0.55555674E-01  0.55555683E-01  0.55555578E-01
  0.50944155E+00 -0.10139475E+02  0.55555186E-01  0.55556018E-01  0.55555195E-01  0.55555595E-01  0.55556065E-01  0.55556000E-01  0.55555127E-01  0.55555610E-01  0.55555197E-01  0.55555197E-01  0.55555608E-01  0.55555129E-01  0.55556002E-01  0.55556071E-01  0.55555594E-01  0.55555197E-01  0.55556020E-01  0.55555190E-01
  0.51918712E+00 -0.10138028E+02  0.55554548E-01  0.55556568E-01  0.55554417E-01  0.55555847E-01  0.55557032E-01  0.55556542E-01  0.55554612E-01  0.55555868E-01  0.55554558E-01  0.55554556E-01  0.55555864E-01  0.55554616E-01  0.55556544E-01  0.55557038E-01  0.55555847E-01  0.55554418E-01  0.55556570E-01  0.55554555E-01
  0.52893269E+00 -0.10136003E+02  0.55553680E-01  0.55557314E-01  0.55553362E-01  0.55556191E-01  0.55558342E-01  0.55557279E-01  0.55553917E-01  0.55556219E-01  0.55553687E-01  0.55553684E-01  0.55556214E-01  0.55553921E-01  0.55557281E-01  0.55558349E-01  0.55556193E-01  0.55553362E-01  0.55557317E-01  0.55553689E-01
  0.53867826E+00 -0.10133401E+02  0.55552604E-01  0.55558236E-01  0.55552061E-01  0.55556619E-01  0.55559954E-01  0.55558188E-01  0.55553064E-01  0.55556656E-01  0.55552608E-01  0.55552605E-01  0.55556649E-01  0.55553068E-01  0.55558190E-01  0.55559961E-01  0.55556622E-01  0.55552062E-01  0.55558239E-01  0.55552616E-01
  0.54842384E+00 -0.10130221E+02  0.55551351E-01  0.55559305E-01  0.55550557E-01  0.55557120E-01  0.55561815E-01  0.55559243E-01  0.55552082E-01  0.55557166E-01  0.55551350E-01  0.55551346E-01  0.55557158E-01  0.55552086E-01  0.55559245E-01  0.55561823E-01  0.55557123E-01  0.55550557E-01  0.55559308E-01  0.55551365E-01
  0.55816941E+00 -0.10126465E+02  0.55549954E-01  0.55560490E-01  0.55548896E-01  0.55557681E-01  0.55563867E-01  0.55560412E-01  0.55551004E-01  0.55557738E-01  0.55549947E-01  0.55549943E-01  0.55557729E-01  0.55551008E-01  0.55560414E-01  0.55563874E-01  0.55557685E-01  0.55548895E-01  0.55560494E-01  0.55549970E-01
  0.56791498E+00 -0.10122132E+02  0.55548452E-01  0.55561756E-01  0.55547128E-01  0.55558287E-01  0.55566043E-01  0.55561661E-01  0.55549865E-01  0.55558356E-01  0.55548439E-01  0.55548433E-01  0.55558346E-01  0.55549870E-01  0.55561663E-01  0.55566051E-01  0.55558293E-01  0.55547127E-01  0.55561761E-01  0.55548470E-01
  0.57766055E+00 -0.10117224E+02  0.55546884E-01  0.55563067E-01  0.55545310E-01  0.55558924E-01  0.55568273E-01  0.55562953E-01  0.55548705E-01  0.55559005E-01  0.55546865E-01  0.55546859E-01  0.55558994E-01  0.55548710E-01  0.55562955E-01  0.55568282E-01  0.55558930E-01  0.55545309E-01  0.55563071E-01  0.55546904E-01
  0.58740612E+00 -0.10111742E+02  0.55545296E-01  0.55564383E-01  0.55543498E-01  0.55559574E-01  0.55570487E-01  0.55564250E-01  0.55547562E-01  0.55559666E-01  0.55545270E-01  0.55545263E-01  0.55559654E-01  0.55547567E-01  0.55564253E-01  0.55570495E-01  0.55559581E-01  0.55543496E-01  0.55564387E-01  0.55545317E-01
  0.59715169E+00 -0.10105686E+02  0.55543730E-01  0.55565666E-01  0.55541747E-01  0.55560220E-01  0.55572612E-01  0.55565516E-01  0.55546474E-01  0.55560324E-01  0.55543697E-01  0.55543690E-01  0.55560311E-01  0.55546479E-01  0.55565518E-01  0.55572621E-01  0.55560227E-01  0.55541746E-01  0.55565671E-01  0.55543753E-01
  0.60689726E+00 -0.10099057E+02  0.55542230E-01  0.55566879E-01  0.55540113E-01  0.55560844E-01  0.55574581E-01  0.55566711E-01  0.55545476E-01  0.55560958E-01  0.55542191E-01  0.55542184E-01  0.55560945E-01  0.55545481E-01  0.55566714E-01  0.55574589E-01  0.55560852E-01  0.55540112E-01  0.55566884E-01  0.55542255E-01
  0.61664284E+00 -0.10091856E+02  0.55540840E-01  0.55567987E-01  0.55538647E-01  0.55561429E-01  0.55576329E-01  0.55567803E-01  0.55544602E-01  0.55561553E-01  0.55540795E-01  0.55540787E-01  0.55561539E-01  0.55544607E-01  0.55567806E-01  0.55576338E-01  0.55561437E-01  0.55538645E-01  0.55567992E-01  0.55540865E-01
  0.62638841E+00 -0.10084083E+02  0.55539597E-01  0.55568958E-01  0.55537393E-01  0.55561958E-01  0.55577800E-01  0.55568760E-01  0.55543881E-01  0.55562090E-01  0.55539547E-01  0.55539539E-01  0.55562077E-01  0.55543885E-01  0.55568763E-01  0.55577809E-01  0.55561966E-01  0.55537391E-01  0.55568963E-01  0.55539624E-01
  0.63613398E+00 -0.10075738E+02  0.55538538E-01  0.55569764E-01  0.55536390E-01  0.55562415E-01  0.55578947E-01  0.55569554E-01  0.55543334E-01  0.55562555E-01  0.55538485E-01  0.55538476E-01  0.55562541E-01  0.55543339E-01  0.55569558E-01  0.55578956E-01  0.55562424E-01  0.55536388E-01  0.55569769E-01  0.55538566E-01
  0.64587955E+00 -0.10066824E+02  0.55537695E-01  0.55570382E-01  0.55535669E-01  0.55562788E-01  0.55579733E-01  0.55570164E-01  0.55542981E-01  0.55562934E-01  0.55537637E-01  0.55537629E-01  0.55562920E-01  0.55542985E-01  0.55570167E-01  0.55579742E-01  0.55562796E-01  0.55535667E-01  0.55570388E-01  0.55537723E-01
  0.65562512E+00 -0.10057338E+02  0.55537090E-01  0.55570796E-01  0.55535253E-01  0.55563064E-01  0.55580131E-01  0.55570571E-01  0.55542832E-01  0.55563214E-01  0.55537031E-01  0.55537023E-01  0.55563200E-01  0.55542836E-01  0.55570575E-01  0.55580140E-01  0.55563073E-01  0.55535251E-01  0.55570802E-01  0.55537119E-01
  0.66537069E+00 -0.10047283E+02  0.55536744E-01  0.55570995E-01  0.55535152E-01  0.55563235E-01  0.55580130E-01  0.55570766E-01  0.55542890E-01  0.55563386E-01  0.55536684E-01  0.55536676E-01  0.55563372E-01  0.55542894E-01  0.55570770E-01  0.55580138E-01  0.55563243E-01  0.55535150E-01  0.55571000E-01  0.55536774E-01
  0.67511627E+00 -0.10036659E+02  0.55536668E-01  0.55570973E-01  0.55535369E-01  0.55563293E-01  0.55579729E-01  0.55570744E-01  0.55543154E-01  0.55563445E-01  0.55536608E-01  0.55536600E-01  0.55563431E-01  0.55543157E-01  0.55570749E-01  0.55579737E-01  0.55563302E-01  0.55535367E-01  0.55570978E-01  0.55536698E-01
  0.68486184E+00 -0.10025464E+02  0.55536864E-01  0.55570732E-01  0.55535896E-01  0.55563237E-01  0.55578941E-01  0.55570506E-01  0.55543613E-01  0.55563387E-01  0.55536806E-01  0.55536798E-01  0.55563373E-01  0.55543616E-01  0.55570511E-01  0.55578949E-01  0.55563245E-01  0.55535895E-01  0.55570737E-01  0.55536894E-01
  0.69460741E+00 -0.10013701E+02  0.55537329E-01  0.55570280E-01  0.55536716E-01  0.55563067E-01  0.55577792E-01  0.55570060E-01  0.55544252E-01  0.55563212E-01  0.55537273E-01  0.55537265E-01  0.55563199E-01  0.55544255E-01  0.55570066E-01  0.55577800E-01  0.55563075E-01  0.55536714E-01  0.55570285E-01  0.55537360E-01
  0.70435298E+00 -0.10001368E+02  0.55538050E-01  0.55569630E-01  0.55537801E-01  0.55562786E-01  0.55576321E-01  0.55569420E-01  0.55545049E-01  0.55562925E-01  0.55537999E-01  0.55537991E-01  0.55562913E-01  0.55545051E-01  0.55569426E-01  0.55576329E-01  0.55562793E-01  0.55537799E-01  0.55569635E-01  0.55538081E-01
  0.71409855E+00 -0.99884659E+01  0.55539009E-01  0.55568803E-01  0.55539116E-01  0.55562401E-01  0.55574575E-01  0.55568604E-01  0.55545978E-01  0.55562533E-01  0.55538963E-01  0.55538955E-01  0.55562521E-01  0.55545979E-01  0.55568610E-01  0.55574582E-01  0.55562409E-01  0.55539114E-01  0.55568807E-01  0.55539040E-01
  0.72384412E+00 -0.99749945E+01  0.55540179E-01  0.55567820E-01  0.55540619E-01  0.55561924E-01  0.55572612E-01  0.55567636E-01  0.55547007E-01  0.55562047E-01  0.55540139E-01  0.55540131E-01  0.55562035E-01  0.55547008E-01  0.55567642E-01  0.55572619E-01  0.55561931E-01  0.55540617E-01  0.55567824E-01  0.55540211E-01
  0.73358970E+00 -0.99609539E+01  0.55541528E-01  0.55566710E-01  0.55542263E-01  0.55561366E-01  0.55570496E-01  0.55566542E-01  0.55548103E-01  0.55561479E-01  0.55541495E-01  0.55541487E-01  0.55561468E-01  0.55548103E-01  0.55566549E-01  0.55570502E-01  0.55561373E-01  0.55542261E-01  0.55566715E-01  0.55541560E-01
