  0.58355340E+00 -0.58894919E+01  0.33121195E-01
  0.59778641E+00 -0.59082618E+01  0.34000743E-01
  0.61201942E+00 -0.59298184E+01  0.34611853E-01
  0.62625243E+00 -0.59537739E+01  0.34999935E-01
  0.64048544E+00 -0.59797629E+01  0.35208152E-01
  0.65471845E+00 -0.60074460E+01  0.35274962E-01
  0.66895146E+00 -0.60365104E+01  0.35233198E-01
  0.68318447E+00 -0.60666685E+01  0.35110079E-01
  0.69741748E+00 -0.60976563E+01  0.34927721E-01
  0.71165049E+00 -0.61292315E+01  0.34703834E-01
  0.72588350E+00 -0.61611709E+01  0.34452462E-01
  0.74011651E+00 -0.61932688E+01  0.34184660E-01
  0.75434952E+00 -0.62253357E+01  0.33909084E-01
  0.76858253E+00 -0.62571967E+01  0.33632473E-01
  0.78281554E+00 -0.62886905E+01  0.33360041E-01
  0.79704855E+00 -0.63196694E+01  0.33095791E-01
  0.81128156E+00 -0.63499977E+01  0.32842752E-01
  0.82551457E+00 -0.63795521E+01  0.32603168E-01
  0.83974758E+00 -0.64082214E+01  0.32378647E-01
  0.85398059E+00 -0.64359058E+01  0.32170268E-01
  0.86821360E+00 -0.64625170E+01  0.31978673E-01
  0.88244661E+00 -0.64879780E+01  0.31804135E-01
  0.89667962E+00 -0.65122223E+01  0.31646616E-01
  0.91091263E+00 -0.65351942E+01  0.31505809E-01
  0.92514564E+00 -0.65568476E+01  0.31381184E-01
  0.93937865E+00 -0.65771459E+01  0.31272021E-01
  0.95361166E+00 -0.65960611E+01  0.31177441E-01
  0.96784467E+00 -0.66135730E+01  0.31096441E-01
  0.98207768E+00 -0.66296684E+01  0.31027922E-01
  0.99631069E+00 -0.66443401E+01  0.30970721E-01
  0.10105437E+01 -0.66575860E+01  0.30923641E-01
  0.10247767E+01 -0.66694081E+01  0.30885482E-01
  0.10390097E+01 -0.66798116E+01  0.30855068E-01
  0.10532427E+01 -0.66888035E+01  0.30831282E-01
  0.10674757E+01 -0.66963922E+01  0.30813085E-01
  0.10817087E+01 -0.67025864E+01  0.30799553E-01
  0.10959418E+01 -0.67073943E+01  0.30789892E-01
  0.11101748E+01 -0.67108230E+01  0.30783463E-01
  0.11244078E+01 -0.67128779E+01  0.30779797E-01
  0.11386847E+01 -0.67135625E+01  0.30778607E-01
  0.11529616E+01 -0.67128771E+01  0.30779821E-01
  0.11672385E+01 -0.67108199E+01  0.30783571E-01
  0.11815154E+01 -0.67073873E+01  0.30790177E-01
  0.11957923E+01 -0.67025734E+01  0.30800162E-01
  0.12100691E+01 -0.66963708E+01  0.30814232E-01
  0.12243460E+01 -0.66887708E+01  0.30833256E-01
  0.12386229E+01 -0.66797642E+01  0.30858240E-01
  0.12528998E+01 -0.66693420E+01  0.30890289E-01
  0.12671767E+01 -0.66574962E+01  0.30930582E-01
  0.12814536E+01 -0.66442209E+01  0.30980330E-01
  0.12957305E+01 -0.66295131E+01  0.31040749E-01
  0.13100074E+01 -0.66133736E+01  0.31113021E-01
  0.13242843E+01 -0.65958081E+01  0.31198268E-01
  0.13385612E+01 -0.65768277E+01  0.31297524E-01
  0.13528381E+01 -0.65564500E+01  0.31411714E-01
  0.13671150E+01 -0.65346998E+01  0.31541640E-01
  0.13813919E+01 -0.65116092E+01  0.31687964E-01
  0.13956688E+01 -0.64872186E+01  0.31851211E-01
  0.14099457E+01 -0.64615767E+01  0.32031763E-01
  0.14242226E+01 -0.64347405E+01  0.32229872E-01
  0.14384995E+01 -0.64067755E+01  0.32445666E-01
  0.14527764E+01 -0.63777557E+01  0.32679167E-01
  0.14670533E+01 -0.63477632E+01  0.32930307E-01
  0.14813302E+01 -0.63168881E+01  0.33198944E-01
  0.14956070E+01 -0.62852281E+01  0.33484868E-01
  0.15098839E+01 -0.62528881E+01  0.33787808E-01
  0.15241608E+01 -0.62199806E+01  0.34107411E-01
  0.15384377E+01 -0.61866249E+01  0.34443203E-01
  0.15527146E+01 -0.61529474E+01  0.34794502E-01
  0.15669915E+01 -0.61190823E+01  0.35160291E-01
  0.15812684E+01 -0.60851717E+01  0.35538999E-01
  0.15955453E+01 -0.60513668E+01  0.35928195E-01
  0.16098222E+01 -0.60178292E+01  0.36324135E-01
  0.16240991E+01 -0.59847326E+01  0.36721141E-01
  0.16383760E+01 -0.59522652E+01  0.37110758E-01
  0.16526529E+01 -0.59206320E+01  0.37480652E-01
  0.16669298E+01 -0.58900574E+01  0.37813227E-01
  0.16812067E+01 -0.58607886E+01  0.38083992E-01
  0.16954836E+01 -0.58330970E+01  0.38259792E-01
  0.17097605E+01 -0.58072796E+01  0.38297223E-01
  0.17240374E+01 -0.57836578E+01  0.38141777E-01
  0.17383143E+01 -0.57625726E+01  0.37728625E-01
  0.17525912E+01 -0.57443759E+01  0.36986246E-01
  0.17668681E+01 -0.57294152E+01  0.35844153E-01
  0.17811449E+01 -0.57180123E+01  0.34245403E-01
  0.17954218E+01 -0.57104370E+01  0.32163050E-01
  0.18096987E+01 -0.57068767E+01  0.29617130E-01
  0.18239756E+01 -0.57074069E+01  0.26686033E-01
  0.18382525E+01 -0.57119673E+01  0.23505010E-01
  0.18525294E+01 -0.57203497E+01  0.20247539E-01
  0.18668063E+01 -0.57322032E+01  0.17092780E-01
  0.18810832E+01 -0.57470585E+01  0.14190656E-01
  0.18953601E+01 -0.57643660E+01  0.11638287E-01
  0.19096370E+01 -0.57835401E+01  0.94749442E-02
  0.19239139E+01 -0.58039988E+01  0.76926135E-02
  0.19381908E+01 -0.58251918E+01  0.62534627E-02
  0.19524677E+01 -0.58466168E+01  0.51063193E-02
  0.19667446E+01 -0.58678253E+01  0.41983014E-02
  0.19810215E+01 -0.58884219E+01  0.34812771E-02
  0.19952984E+01 -0.59080595E+01  0.29144842E-02
  0.20095753E+01 -0.59264344E+01  0.24648696E-02
  0.20238522E+01 -0.59432811E+01  0.21063258E-02
  0.20381291E+01 -0.59583675E+01  0.18185427E-02
  0.20524060E+01 -0.59714923E+01  0.15858429E-02
  0.20666828E+01 -0.59824823E+01  0.13961587E-02
  0.20809597E+01 -0.59911909E+01  0.12401934E-02
  0.20952366E+01 -0.59974977E+01  0.11107624E-02
  0.21095135E+01 -0.60013078E+01  0.10022862E-02
  0.21237904E+01 -0.60025527E+01  0.91040768E-03
  0.21380673E+01 -0.60011903E+01  0.83170490E-03
  0.21523442E+01 -0.59972065E+01  0.76348053E-03
  0.21666211E+01 -0.59906165E+01  0.70361148E-03
  0.21808980E+01 -0.59814676E+01  0.65045162E-03
  0.21951749E+01 -0.59698449E+01  0.60278969E-03
  0.22094518E+01 -0.59558818E+01  0.55988358E-03
  0.22237287E+01 -0.59397887E+01  0.52163575E-03
  0.22380056E+01 -0.59219432E+01  0.48904271E-03
  0.22522825E+01 -0.59032862E+01  0.46422366E-03
  0.22665594E+01 -0.58879385E+01  0.42100898E-03
  0.22808363E+01 -0.58903786E+01  0.21911028E-03
  0.22951132E+01 -0.59059910E+01  0.10480493E-03
  0.23093901E+01 -0.59229147E+01  0.59892631E-04
  0.23236670E+01 -0.59388284E+01  0.36853173E-04
  0.23379439E+01 -0.59532413E+01  0.23244649E-04
  0.23522207E+01 -0.59660075E+01  0.14650510E-04
  0.23664976E+01 -0.59770794E+01  0.90547846E-05
  0.23807745E+01 -0.59864452E+01  0.53810550E-05
  0.23950514E+01 -0.59941100E+01  0.29953001E-05
  0.24093283E+01 -0.60000871E+01  0.15000297E-05
  0.24236052E+01 -0.60043951E+01  0.63627750E-06
  0.24378821E+01 -0.60070564E+01  0.23213518E-06
  0.24521590E+01 -0.60080965E+01  0.17395641E-06
  0.24664359E+01 -0.60071673E+01  0.27570771E-08
  0.24807129E+01 -0.60046543E+01  0.10777763E-06
  0.24949898E+01 -0.60005944E+01  0.46514320E-06
  0.25092667E+01 -0.59950311E+01  0.10782596E-05
  0.25235436E+01 -0.59880164E+01  0.19853480E-05
  0.25378205E+01 -0.59796150E+01  0.32784936E-05
  0.25520974E+01 -0.59699115E+01  0.51483382E-05
  0.25663744E+01 -0.59590277E+01  0.79971966E-05
  0.25806513E+01 -0.59471721E+01  0.12775536E-04
  0.25949282E+01 -0.59348200E+01  0.22269560E-04
  0.26092051E+01 -0.59236726E+01  0.47990562E-04
  0.26234820E+01 -0.59231598E+01  0.12849432E-03
  0.26377589E+01 -0.59473745E+01  0.17970784E-03
  0.26520359E+01 -0.59811198E+01  0.19761987E-03
  0.26663128E+01 -0.60168493E+01  0.21230454E-03
  0.26805897E+01 -0.60530863E+01  0.22538809E-03
  0.26948666E+01 -0.60893304E+01  0.23665959E-03
  0.27091435E+01 -0.61253161E+01  0.24598145E-03
  0.27234204E+01 -0.61608614E+01  0.25335466E-03
  0.27376974E+01 -0.61958240E+01  0.25887600E-03
  0.27519743E+01 -0.62300841E+01  0.26270134E-03
  0.27662512E+01 -0.62635371E+01  0.26501958E-03
  0.27805281E+01 -0.62960901E+01  0.26603443E-03
  0.27948050E+01 -0.63276595E+01  0.26595149E-03
  0.28090819E+01 -0.63581700E+01  0.26496937E-03
  0.28233589E+01 -0.63875534E+01  0.26327373E-03
  0.28376358E+01 -0.64157486E+01  0.26103368E-03
  0.28519127E+01 -0.64427011E+01  0.25839980E-03
  0.28661896E+01 -0.64683625E+01  0.25550344E-03
  0.28804665E+01 -0.64926902E+01  0.25245704E-03
  0.28947434E+01 -0.65156476E+01  0.24935502E-03
  0.29090204E+01 -0.65372034E+01  0.24627511E-03
  0.29232973E+01 -0.65573314E+01  0.24327996E-03
  0.29375742E+01 -0.65760102E+01  0.24041885E-03
  0.29518511E+01 -0.65932229E+01  0.23772946E-03
  0.29661280E+01 -0.66089563E+01  0.23523960E-03
  0.29804049E+01 -0.66232009E+01  0.23296883E-03
  0.29946819E+01 -0.66359501E+01  0.23093004E-03
  0.30089588E+01 -0.66471999E+01  0.22913086E-03
  0.30232357E+01 -0.66569482E+01  0.22757493E-03
  0.30375126E+01 -0.66651944E+01  0.22626305E-03
  0.30517895E+01 -0.66719390E+01  0.22519417E-03
  0.30660664E+01 -0.66771830E+01  0.22436627E-03
  0.30803434E+01 -0.66809275E+01  0.22377704E-03
  0.30946203E+01 -0.66831737E+01  0.22342443E-03
  0.31088533E+01 -0.66839223E+01  0.22330705E-03
  
  0.00000000E+00 -0.62050372E+01  0.12902576E-01
  0.14233010E-01 -0.62040337E+01  0.12937439E-01
  0.28466020E-01 -0.62010282E+01  0.13042492E-01
  0.42699029E-01 -0.61960368E+01  0.13219115E-01
  0.56932039E-01 -0.61890857E+01  0.13469609E-01
  0.71165049E-01 -0.61802114E+01  0.13797190E-01
  0.85398059E-01 -0.61694600E+01  0.14205982E-01
  0.99631069E-01 -0.61568870E+01  0.14701016E-01
  0.11386408E+00 -0.61425563E+01  0.15288221E-01
  0.12809709E+00 -0.61265403E+01  0.15974420E-01
  0.14233010E+00 -0.61089184E+01  0.16767326E-01
  0.15656311E+00 -0.60897768E+01  0.17675537E-01
  0.17079612E+00 -0.60692076E+01  0.18708529E-01
  0.18502913E+00 -0.60473083E+01  0.19876649E-01
  0.19926214E+00 -0.60241805E+01  0.21191098E-01
  0.21349515E+00 -0.59999299E+01  0.22663903E-01
  0.22772816E+00 -0.59746654E+01  0.24307862E-01
  0.24196117E+00 -0.59484984E+01  0.26136451E-01
  0.25619418E+00 -0.59215423E+01  0.28163668E-01
  0.27042719E+00 -0.58939122E+01  0.30403783E-01
  0.28466020E+00 -0.58657242E+01  0.32870954E-01
  0.29889321E+00 -0.58370947E+01  0.35578656E-01
  0.31312622E+00 -0.58081398E+01  0.38538872E-01
  0.32735923E+00 -0.57789742E+01  0.41760987E-01
  0.34159224E+00 -0.57497100E+01  0.45250371E-01
  0.35582525E+00 -0.57204548E+01  0.49006713E-01
  0.37005826E+00 -0.56913102E+01  0.53022324E-01
  0.38429127E+00 -0.56623700E+01  0.57280917E-01
  0.39852428E+00 -0.56337193E+01  0.61757744E-01
  0.41275728E+00 -0.56054369E+01  0.66422421E-01
  0.42699029E+00 -0.55776018E+01  0.71245843E-01
  0.44122330E+00 -0.55503067E+01  0.76211887E-01
  0.45545631E+00 -0.55236798E+01  0.81332412E-01
  0.46968932E+00 -0.54979120E+01  0.86660619E-01
  0.48392233E+00 -0.54732844E+01  0.92294818E-01
  0.49815534E+00 -0.54501832E+01  0.98365215E-01
  0.51238835E+00 -0.54290922E+01  0.10500236E+00
  0.52662136E+00 -0.54105543E+01  0.11229544E+00
  0.54085437E+00 -0.53951083E+01  0.12025603E+00
  0.55508738E+00 -0.53832140E+01  0.12880308E+00
  0.56932039E+00 -0.53751891E+01  0.13777548E+00
  0.58355340E+00 -0.53711767E+01  0.14696581E+00
  0.59778641E+00 -0.53711465E+01  0.15615991E+00
  0.61201942E+00 -0.53749244E+01  0.16516835E+00
  0.62625243E+00 -0.53822339E+01  0.17384370E+00
  0.64048544E+00 -0.53927373E+01  0.18208464E+00
  0.65471845E+00 -0.54060687E+01  0.18983172E+00
  0.66895146E+00 -0.54218577E+01  0.19705919E+00
  0.68318447E+00 -0.54397445E+01  0.20376606E+00
  0.69741748E+00 -0.54593881E+01  0.20996809E+00
  0.71165049E+00 -0.54804706E+01  0.21569127E+00
  0.72588350E+00 -0.55026989E+01  0.22096704E+00
  0.74011651E+00 -0.55258045E+01  0.22582880E+00
  0.75434952E+00 -0.55495421E+01  0.23030978E+00
  0.76858253E+00 -0.55736885E+01  0.23444158E+00
  0.78281554E+00 -0.55980410E+01  0.23825350E+00
  0.79704855E+00 -0.56224155E+01  0.24177219E+00
  0.81128156E+00 -0.56466457E+01  0.24502155E+00
  0.82551457E+00 -0.56705810E+01  0.24802291E+00
  0.83974758E+00 -0.56940862E+01  0.25079518E+00
  0.85398059E+00 -0.57170395E+01  0.25335509E+00
  0.86821360E+00 -0.57393324E+01  0.25571745E+00
  0.88244661E+00 -0.57608681E+01  0.25789539E+00
  0.89667962E+00 -0.57815612E+01  0.25990058E+00
  0.91091263E+00 -0.58013367E+01  0.26174341E+00
  0.92514564E+00 -0.58201295E+01  0.26343319E+00
  0.93937865E+00 -0.58378831E+01  0.26497827E+00
  0.95361166E+00 -0.58545497E+01  0.26638620E+00
  0.96784467E+00 -0.58700886E+01  0.26766376E+00
  0.98207768E+00 -0.58844662E+01  0.26881713E+00
  0.99631069E+00 -0.58976548E+01  0.26985186E+00
  0.10105437E+01 -0.59096323E+01  0.27077299E+00
  0.10247767E+01 -0.59203808E+01  0.27158502E+00
  0.10390097E+01 -0.59298869E+01  0.27229200E+00
  0.10532427E+01 -0.59381401E+01  0.27289748E+00
  0.10674757E+01 -0.59451329E+01  0.27340454E+00
  0.10817087E+01 -0.59508599E+01  0.27381581E+00
  0.10959418E+01 -0.59553172E+01  0.27413344E+00
  0.11101748E+01 -0.59585025E+01  0.27435912E+00
  0.11244078E+01 -0.59604142E+01  0.27449404E+00
  0.11386847E+01 -0.59610515E+01  0.27453893E+00
  0.11529616E+01 -0.59604107E+01  0.27449117E+00
  0.11672385E+01 -0.59584883E+01  0.27434761E+00
  0.11815154E+01 -0.59552852E+01  0.27410739E+00
  0.11957923E+01 -0.59508027E+01  0.27376910E+00
  0.12100691E+01 -0.59450431E+01  0.27333079E+00
  0.12243460E+01 -0.59380100E+01  0.27278998E+00
  0.12386229E+01 -0.59297083E+01  0.27214368E+00
  0.12528998E+01 -0.59201453E+01  0.27138845E+00
  0.12671767E+01 -0.59093306E+01  0.27052039E+00
  0.12814536E+01 -0.58972771E+01  0.26953519E+00
  0.12957305E+01 -0.58840013E+01  0.26842815E+00
  0.13100074E+01 -0.58695240E+01  0.26719418E+00
  0.13242843E+01 -0.58538707E+01  0.26582785E+00
  0.13385612E+01 -0.58370724E+01  0.26432339E+00
  0.13528381E+01 -0.58191661E+01  0.26267466E+00
  0.13671150E+01 -0.58001950E+01  0.26087518E+00
  0.13813919E+01 -0.57802093E+01  0.25891806E+00
  0.13956688E+01 -0.57592664E+01  0.25679601E+00
  0.14099457E+01 -0.57374312E+01  0.25450122E+00
  0.14242226E+01 -0.57147769E+01  0.25202534E+00
  0.14384995E+01 -0.56913844E+01  0.24935934E+00
  0.14527764E+01 -0.56673435E+01  0.24649342E+00
  0.14670533E+01 -0.56427527E+01  0.24341685E+00
  0.14813302E+01 -0.56177196E+01  0.24011783E+00
  0.14956070E+01 -0.55923613E+01  0.23658331E+00
  0.15098839E+01 -0.55668046E+01  0.23279882E+00
  0.15241608E+01 -0.55411873E+01  0.22874831E+00
  0.15384377E+01 -0.55156580E+01  0.22441405E+00
  0.15527146E+01 -0.54903777E+01  0.21977654E+00
  0.15669915E+01 -0.54655206E+01  0.21481464E+00
  0.15812684E+01 -0.54412757E+01  0.20950580E+00
  0.15955453E+01 -0.54178483E+01  0.20382665E+00
  0.16098222E+01 -0.53954626E+01  0.19775391E+00
  0.16240991E+01 -0.53743632E+01  0.19126596E+00
  0.16383760E+01 -0.53548187E+01  0.18434495E+00
  0.16526529E+01 -0.53371240E+01  0.17697992E+00
  0.16669298E+01 -0.53216030E+01  0.16917101E+00
  0.16812067E+01 -0.53086091E+01  0.16093533E+00
  0.16954836E+01 -0.52985212E+01  0.15231529E+00
  0.17097605E+01 -0.52917302E+01  0.14339062E+00
  0.17240374E+01 -0.52886073E+01  0.13429454E+00
  0.17383143E+01 -0.52894485E+01  0.12523036E+00
  0.17525912E+01 -0.52943958E+01  0.11647672E+00
  0.17668681E+01 -0.53033576E+01  0.10836228E+00
  0.17811449E+01 -0.53159662E+01  0.10120147E+00
  0.17954218E+01 -0.53316053E+01  0.95212526E-01
  0.18096987E+01 -0.53495023E+01  0.90460600E-01
  0.18239756E+01 -0.53688498E+01  0.86852708E-01
  0.18382525E+01 -0.53889090E+01  0.84177484E-01
  0.18525294E+01 -0.54090766E+01  0.82165871E-01
  0.18668063E+01 -0.54289085E+01  0.80551585E-01
  0.18810832E+01 -0.54481106E+01  0.79117273E-01
  0.18953601E+01 -0.54665072E+01  0.77718034E-01
  0.19096370E+01 -0.54840000E+01  0.76281526E-01
  0.19239139E+01 -0.55005310E+01  0.74791771E-01
  0.19381908E+01 -0.55160529E+01  0.73267266E-01
  0.19524677E+01 -0.55305128E+01  0.71741674E-01
  0.19667446E+01 -0.55438448E+01  0.70250661E-01
  0.19810215E+01 -0.55559687E+01  0.68824692E-01
  0.19952984E+01 -0.55667937E+01  0.67485984E-01
  0.20095753E+01 -0.55762225E+01  0.66247645E-01
  0.20238522E+01 -0.55841574E+01  0.65113336E-01
  0.20381291E+01 -0.55905073E+01  0.64075985E-01
  0.20524060E+01 -0.55951966E+01  0.63113508E-01
  0.20666828E+01 -0.55981800E+01  0.62176985E-01
  0.20809597E+01 -0.55994719E+01  0.61158139E-01
  0.20952366E+01 -0.55992203E+01  0.59790578E-01
  0.21095135E+01 -0.55979278E+01  0.57298273E-01
  0.21237904E+01 -0.55972691E+01  0.50971806E-01
  0.21380673E+01 -0.56029443E+01  0.33398845E-01
  0.21523442E+01 -0.56236036E+01  0.12369056E-01
  0.21666211E+01 -0.56542096E+01  0.43403603E-02
  0.21808980E+01 -0.56869513E+01  0.18562183E-02
  0.21951749E+01 -0.57191547E+01  0.91575763E-03
  0.22094518E+01 -0.57499516E+01  0.48796432E-03
  0.22237287E+01 -0.57789432E+01  0.26480634E-03
  0.22380056E+01 -0.58057734E+01  0.13350549E-03
  0.22522825E+01 -0.58296333E+01  0.44703049E-04
  0.22665594E+01 -0.58466148E+01  0.22005492E-05
  0.22808363E+01 -0.58425336E+01  0.13480041E-03
  0.22951132E+01 -0.58224218E+01  0.19000300E-03
  0.23093901E+01 -0.57988741E+01  0.18210176E-03
  0.23236670E+01 -0.57767094E+01  0.14739003E-03
  0.23379439E+01 -0.57697867E+01  0.50964117E-04
  0.23522207E+01 -0.57781904E+01  0.16069130E-04
  0.23664976E+01 -0.57878048E+01  0.75779946E-05
  0.23807745E+01 -0.57963389E+01  0.40755344E-05
  0.23950514E+01 -0.58034187E+01  0.22515201E-05
  0.24093283E+01 -0.58089548E+01  0.12350331E-05
  0.24236052E+01 -0.58129314E+01  0.71411182E-06
  0.24378821E+01 -0.58153591E+01  0.56463715E-06
  0.24521590E+01 -0.58162612E+01  0.74749488E-06
  0.24664359E+01 -0.58154380E+01  0.20166164E-06
  0.24807129E+01 -0.58131532E+01  0.16286843E-09
  0.24949898E+01 -0.58094550E+01  0.22169979E-06
  0.25092667E+01 -0.58044097E+01  0.10272302E-05
  0.25235436E+01 -0.57981215E+01  0.27461176E-05
  0.25378205E+01 -0.57908038E+01  0.61775380E-05
  0.25520974E+01 -0.57831406E+01  0.14125809E-04
  0.25663744E+01 -0.57796143E+01  0.41637696E-04
  0.25806513E+01 -0.57980939E+01  0.72546486E-04
  0.25949282E+01 -0.58286743E+01  0.83917174E-04
  0.26092051E+01 -0.58596985E+01  0.81150818E-04
  0.26234820E+01 -0.58802627E+01  0.25243047E-04
  0.26377589E+01 -0.58758508E+01  0.35357895E-06
  0.26520359E+01 -0.58614661E+01  0.12186346E-04
  0.26663128E+01 -0.58445618E+01  0.35515052E-04
  0.26805897E+01 -0.58265964E+01  0.81299699E-04
  0.26948666E+01 -0.58081440E+01  0.18505742E-03
  0.27091435E+01 -0.57897267E+01  0.46418391E-03
  0.27234204E+01 -0.57723426E+01  0.14253925E-02
  0.27376974E+01 -0.57594812E+01  0.59881547E-02
  0.27519743E+01 -0.57636457E+01  0.20149273E-01
  0.27662512E+01 -0.57876080E+01  0.26899442E-01
  0.27805281E+01 -0.58171217E+01  0.27438392E-01
  0.27948050E+01 -0.58473420E+01  0.26612054E-01
  0.28090819E+01 -0.58771153E+01  0.25457825E-01
  0.28233589E+01 -0.59060466E+01  0.24241611E-01
  0.28376358E+01 -0.59339514E+01  0.23050714E-01
  0.28519127E+01 -0.59607229E+01  0.21918033E-01
  0.28661896E+01 -0.59862884E+01  0.20856331E-01
  0.28804665E+01 -0.60105934E+01  0.19869887E-01
  0.28947434E+01 -0.60335939E+01  0.18959104E-01
  0.29090204E+01 -0.60552531E+01  0.18122551E-01
  0.29232973E+01 -0.60755390E+01  0.17357945E-01
  0.29375742E+01 -0.60944238E+01  0.16662652E-01
  0.29518511E+01 -0.61118827E+01  0.16033962E-01
  0.29661280E+01 -0.61278935E+01  0.15469231E-01
  0.29804049E+01 -0.61424365E+01  0.14965971E-01
  0.29946819E+01 -0.61554945E+01  0.14521891E-01
  0.30089588E+01 -0.61670518E+01  0.14134925E-01
  0.30232357E+01 -0.61770951E+01  0.13803245E-01
  0.30375126E+01 -0.61856128E+01  0.13525264E-01
  0.30517895E+01 -0.61925950E+01  0.13299645E-01
  0.30660664E+01 -0.61980339E+01  0.13125294E-01
  0.30803434E+01 -0.62019232E+01  0.13001362E-01
  0.30946203E+01 -0.62042585E+01  0.12927243E-01
  0.31088533E+01 -0.62050372E+01  0.12902576E-01
  
  0.00000000E+00 -0.54630512E+01  0.28999475E-02
  0.14233010E-01 -0.54620194E+01  0.29019367E-02
  0.28466020E-01 -0.54589289E+01  0.29079103E-02
  0.42699029E-01 -0.54537942E+01  0.29178885E-02
  0.56932039E-01 -0.54466392E+01  0.29319080E-02
  0.71165049E-01 -0.54374973E+01  0.29500274E-02
  0.85398059E-01 -0.54264108E+01  0.29723344E-02
  0.99631069E-01 -0.54134312E+01  0.29989552E-02
  0.11386408E+00 -0.53986181E+01  0.30300664E-02
  0.12809709E+00 -0.53820397E+01  0.30659081E-02
  0.14233010E+00 -0.53637722E+01  0.31067993E-02
  0.15656311E+00 -0.53439001E+01  0.31531538E-02
  0.17079612E+00 -0.53225162E+01  0.32054947E-02
  0.18502913E+00 -0.52997223E+01  0.32644643E-02
  0.19926214E+00 -0.52756304E+01  0.33308225E-02
  0.21349515E+00 -0.52503645E+01  0.34054205E-02
  0.22772816E+00 -0.52240644E+01  0.34891262E-02
  0.24196117E+00 -0.51968898E+01  0.35826566E-02
  0.25619418E+00 -0.51690287E+01  0.36862357E-02
  0.27042719E+00 -0.51407078E+01  0.37989299E-02
  0.28466020E+00 -0.51122087E+01  0.39174156E-02
  0.29889321E+00 -0.50838894E+01  0.40338118E-02
  0.31312622E+00 -0.50562098E+01  0.41322243E-02
  0.32735923E+00 -0.50297540E+01  0.41842624E-02
  0.34159224E+00 -0.50052277E+01  0.41460110E-02
  0.35582525E+00 -0.49833914E+01  0.39630998E-02
  0.37005826E+00 -0.49648969E+01  0.35916653E-02
  0.38429127E+00 -0.49500597E+01  0.30299645E-02
  0.39852428E+00 -0.49387032E+01  0.23343794E-02
  0.41275728E+00 -0.49301910E+01  0.16015629E-02
  0.42699029E+00 -0.49236075E+01  0.93406959E-03
  0.44122330E+00 -0.49179482E+01  0.41526866E-03
  0.45545631E+00 -0.49122379E+01  0.98191203E-04
  0.46968932E+00 -0.49055796E+01  0.90590542E-06
  0.48392233E+00 -0.48971663E+01  0.10442525E-03
  0.49815534E+00 -0.48862815E+01  0.35503311E-03
  0.51238835E+00 -0.48723042E+01  0.67466192E-03
  0.52662136E+00 -0.48547233E+01  0.97987503E-03
  0.54085437E+00 -0.48331610E+01  0.12041216E-02
  0.55508738E+00 -0.48073987E+01  0.13137477E-02
  0.56932039E+00 -0.47773906E+01  0.13104076E-02
  0.58355340E+00 -0.47432570E+01  0.12205132E-02
  0.59778641E+00 -0.47052547E+01  0.10795038E-02
  0.61201942E+00 -0.46637334E+01  0.91924517E-03
