 num_wann=          22 num_Kpathpoints=         219
  0.28466020E+00 -0.62667506E+01  0.15514541E-02  0.11434797E-10  0.27658081E-03  0.88979476E-02  0.15656438E-09  0.17631576E-02  0.49536941E-10  0.62437960E-02  0.84963681E-02  0.13461220E-09  0.17604129E-01  0.44661794E-01  0.32123739E-09  0.32379862E+00  0.35337864E-01  0.27312671E-09  0.28571006E+00  0.21980710E-01  0.17309336E-10  0.81366970E-04  0.24359614E+00  0.13486455E-07
  0.29889321E+00 -0.62358950E+01  0.17773856E-02  0.35164779E-11  0.31450416E-03  0.94928520E-02  0.36738812E-10  0.20101565E-02  0.11231147E-10  0.63976806E-02  0.95281358E-02  0.28206674E-10  0.17922732E-01  0.48382280E-01  0.72223294E-10  0.31596222E+00  0.37880084E-01  0.59954690E-10  0.27872873E+00  0.23768546E-01  0.37983716E-11  0.91079712E-04  0.24774361E+00  0.27565699E-08
  0.31312622E+00 -0.62040566E+01  0.20553622E-02  0.35716821E-13  0.35740178E-03  0.10204004E-01  0.23637422E-11  0.23153500E-02  0.65648291E-12  0.65997169E-02  0.10758948E-01  0.14460571E-11  0.18345256E-01  0.52660262E-01  0.47704764E-11  0.30747473E+00  0.40782536E-01  0.52612088E-11  0.27107625E+00  0.25784484E-01  0.10184089E-12  0.10269777E-03  0.25148300E+00  0.15017909E-09
  0.32735923E+00 -0.61714204E+01  0.23998307E-02  0.63705770E-11  0.40608755E-03  0.11050910E-01  0.10025417E-09  0.26950680E-02  0.24858832E-10  0.68548962E-02  0.12235828E-01  0.57183573E-10  0.18883065E-01  0.57596876E-01  0.17312592E-09  0.29824701E+00  0.44106383E-01  0.15430251E-09  0.26266607E+00  0.28074123E-01  0.60961448E-11  0.11662242E-03  0.25466722E+00  0.55775222E-08
  0.34159224E+00 -0.61382146E+01  0.28292613E-02  0.26926772E-10  0.46145663E-03  0.12054570E-01  0.36119213E-09  0.31703961E-02  0.83264170E-10  0.71675636E-02  0.14017146E-01  0.17958797E-09  0.19545933E-01  0.63310109E-01  0.59502271E-09  0.28817726E+00  0.47921955E-01  0.52064101E-09  0.25340231E+00  0.30690838E-01  0.20605620E-10  0.13331858E-03  0.25711786E+00  0.17291030E-07
  0.35582525E+00 -0.61047176E+01  0.33669804E-02  0.63335174E-10  0.52443946E-03  0.13236149E-01  0.78744778E-09  0.37682460E-02  0.16696106E-09  0.75405742E-02  0.16174250E-01  0.33763997E-09  0.20340254E-01  0.69934737E-01  0.12405213E-08  0.27715323E+00  0.52308379E-01  0.10756800E-08  0.24318291E+00  0.33695696E-01  0.41791075E-10  0.15330896E-03  0.25862080E+00  0.32275830E-07
  0.37005826E+00 -0.60712640E+01  0.40418434E-02  0.11305112E-09  0.59591496E-03  0.14614327E-01  0.13437657E-08  0.45222880E-02  0.26007843E-09  0.79738997E-02  0.18792223E-01  0.49264023E-09  0.21266189E-01  0.77619815E-01  0.20291102E-08  0.26505774E+00  0.57351816E-01  0.17458182E-08  0.23190613E+00  0.37156457E-01  0.67462755E-10  0.17715048E-03  0.25892416E+00  0.46922327E-07
  0.38429127E+00 -0.60382498E+01  0.48883696E-02  0.16894152E-09  0.67656505E-03  0.16200680E-01  0.19554863E-08  0.54733044E-02  0.34316095E-09  0.84625151E-02  0.21968598E-01  0.60799515E-09  0.22313460E-01  0.86521996E-01  0.28379353E-08  0.25177928E+00  0.63141495E-01  0.24204123E-08  0.21948211E+00  0.41145039E-01  0.95214849E-10  0.20537984E-03  0.25774113E+00  0.57842716E-07
  0.39852428E+00 -0.60061363E+01  0.59456908E-02  0.22026993E-09  0.76665340E-03  0.17992464E-01  0.25167628E-08  0.66681900E-02  0.39785920E-09  0.89935145E-02  0.25808221E-01  0.65862977E-09  0.23455746E-01  0.96792510E-01  0.35217418E-08  0.23723007E+00  0.69762543E-01  0.29712814E-08  0.20585122E+00  0.45732716E-01  0.12233641E-09  0.23841097E-03  0.25476197E+00  0.62647757E-07
  0.41275728E+00 -0.59754484E+01  0.72543920E-02  0.25512315E-09  0.86572334E-03  0.19962656E-01  0.29099617E-08  0.81564597E-02  0.41174648E-09  0.95427458E-02  0.30411952E-01  0.63710204E-09  0.24644254E-01  0.10855571E+00  0.39420326E-08  0.22137279E+00  0.77284812E-01  0.32809941E-08  0.19101008E+00  0.50982371E-01  0.14555339E-09  0.27636890E-03  0.24967961E+00  0.60488959E-07
  0.42699029E+00 -0.59467674E+01  0.88502596E-02  0.26382123E-09  0.97224239E-03  0.22048476E-01  0.30342543E-08  0.99829907E-02  0.38182783E-09  0.10071915E-01  0.35857108E-01  0.55420258E-09  0.25802276E-01  0.12187859E+00  0.39997755E-08  0.20425538E+00  0.85747723E-01  0.32735257E-08  0.17504338E+00  0.56937692E-01  0.16081563E-09  0.31885855E-03  0.24223305E+00  0.52206037E-07
  0.44122330E+00 -0.59207108E+01  0.10754516E-01  0.24234005E-09  0.10832766E-02  0.24142031E-01  0.28374016E-08  0.12176328E-01  0.31549568E-09  0.10527997E-01  0.42169598E-01  0.43364872E-09  0.26824092E-01  0.13673415E+00  0.36636802E-08  0.18604757E+00  0.95142863E-01  0.29383417E-08  0.15815495E+00  0.63610377E-01  0.16353269E-09  0.36470459E-03  0.23226750E+00  0.40008440E-07
  0.45545631E+00 -0.58979010E+01  0.12961733E-01  0.19445728E-09  0.11943443E-02  0.26089388E-01  0.23408088E-08  0.14733804E-01  0.22839841E-09  0.10847377E-01  0.49292341E-01  0.30300610E-09  0.27582541E-01  0.15296734E+00  0.29856028E-08  0.16706656E+00  0.10539849E+00  0.23390138E-08  0.14068522E+00  0.70968261E-01  0.14974018E-09  0.41175600E-03  0.21980080E+00  0.26759409E-07
  0.46968932E+00 -0.58789202E+01  0.15429133E-01  0.13146868E-09  0.12996248E-02  0.27705061E-01  0.16462468E-08  0.17607837E-01  0.13977622E-09  0.10966323E-01  0.57060811E-01  0.18496705E-09  0.27948159E-01  0.17027728E+00  0.20967473E-08  0.14777441E+00  0.11637191E+00  0.16011549E-08  0.12309962E+00  0.78928717E-01  0.11839180E-09  0.45690043E-03  0.20507420E+00  0.15088672E-07
  0.48392233E+00 -0.58642587E+01  0.18072905E-01  0.69097047E-10  0.13926262E-02  0.28804348E-01  0.91612065E-09  0.20700373E-01  0.66835741E-10  0.10836488E-01  0.65200326E-01  0.92944180E-10  0.27817605E-01  0.18822941E+00  0.11829738E-08  0.12873436E+00  0.12785493E+00  0.88134546E-09  0.10593876E+00  0.87361433E-01  0.74167643E-10  0.49641482E-03  0.18856001E+00  0.66607225E-08
  0.49815534E+00 -0.58542671E+01  0.20776152E-01  0.22479513E-10  0.14672193E-02  0.29246080E-01  0.32910094E-09  0.23871475E-01  0.20125550E-10  0.10440037E-01  0.73355112E-01  0.32061522E-10  0.27142075E-01  0.20630246E+00  0.44352322E-09  0.11052990E+00  0.13959358E+00  0.32619832E-09  0.89737432E-01  0.96101664E-01  0.29197003E-10  0.52664646E-03  0.17091016E+00  0.18810663E-08
  0.51238835E+00 -0.58491246E+01  0.23408118E-01  0.12230949E-11  0.15187323E-02  0.28969125E-01  0.25663061E-10  0.26962170E-01  0.14178246E-11  0.97971430E-02  0.81145292E-01  0.29726591E-11  0.25942967E-01  0.22395931E+00  0.42897732E-10  0.93670588E-01  0.15131739E+00  0.34813095E-10  0.74938171E-01  0.10497071E+00  0.18068084E-11  0.54481804E-03  0.15285547E+00  0.11424192E-09
  0.52662136E+00 -0.58488305E+01  0.25848232E-01  0.66514081E-11  0.15447239E-02  0.28006148E-01  0.65267166E-10  0.29823919E-01  0.45891617E-11  0.89615603E-02  0.88232806E-01  0.46666943E-11  0.24306867E-01  0.24071999E+00  0.68701793E-10  0.78518384E-01  0.16276986E+00  0.36267657E-10  0.61830110E-01  0.11379743E+00  0.11557976E-10  0.54963357E-03  0.13509033E+00  0.22908372E-09
  0.54085437E+00 -0.58532200E+01  0.28005891E-01  0.32284743E-10  0.15451953E-02  0.26469522E-01  0.41230879E-09  0.32343509E-01  0.18917502E-10  0.80063829E-02  0.94372577E-01  0.34493396E-10  0.22362559E-01  0.25621518E+00  0.50784811E-09  0.65256860E-01  0.17373279E+00  0.28773950E-09  0.50531034E-01  0.12243508E+00  0.71991297E-10  0.54144559E-03  0.11818198E+00  0.11552075E-08
  0.55508738E+00 -0.58619982E+01  0.29829865E-01  0.66988342E-10  0.15222541E-02  0.24518360E-01  0.95408387E-09  0.34455451E-01  0.33413986E-10  0.70067940E-02  0.99434366E-01  0.86618171E-10  0.20251052E-01  0.27020943E+00  0.12491582E-08  0.53904327E-01  0.18404038E+00  0.69181773E-09  0.41009176E-01  0.13077064E+00  0.18416658E-09  0.52197229E-03  0.10252593E+00  0.22062744E-08
  0.56932039E+00 -0.58747804E+01  0.31306849E-01  0.99131697E-10  0.14794453E-02  0.22322043E-01  0.15402002E-08  0.36140935E-01  0.40524135E-10  0.60265273E-02  0.10339567E+00  0.15120031E-09  0.18100187E-01  0.28259656E+00  0.21125694E-08  0.44354697E-01  0.19358323E+00  0.11262637E-08  0.33127232E-01  0.13872692E+00  0.33401235E-09  0.49375073E-03  0.88345941E-01  0.31129075E-08
  0.58355340E+00 -0.58911324E+01  0.32452921E-01  0.12004302E-09  0.14210062E-02  0.20032364E-01  0.20267490E-08  0.37417777E-01  0.37915903E-10  0.51111325E-02  0.10631639E+00  0.21551023E-09  0.16009909E-01  0.29337683E+00  0.28963913E-08  0.36426236E-01  0.20230430E+00  0.14768812E-08  0.26689691E-01  0.14625936E+00  0.49481654E-09  0.45956383E-03  0.75722506E-01  0.38650111E-08
  0.59778641E+00 -0.59106030E+01  0.33302665E-01  0.12576092E-09  0.13512393E-02  0.17768714E-01  0.23109115E-08  0.38327208E-01  0.27983291E-10  0.42874187E-02  0.10830793E+00  0.26659591E-09  0.14048167E-01  0.30262689E+00  0.34281233E-08  0.29904089E-01  0.21019014E+00  0.16643593E-08  0.21481516E-01  0.15334993E+00  0.63401363E-09  0.42200329E-03  0.64632088E-01  0.45130780E-08
  0.61201942E+00 -0.59327475E+01  0.33899395E-01  0.11698017E-09  0.12740839E-02  0.15614630E-01  0.23484931E-08  0.38921832E-01  0.15669404E-10  0.35666341E-02  0.10950574E+00  0.29428891E-09  0.12253993E-01  0.31047063E+00  0.36039234E-08  0.24570673E-01  0.21726011E+00  0.16586452E-08  0.17294088E-01  0.16000014E+00  0.72188668E-09  0.38322182E-03  0.54984814E-01  0.50381050E-08
  0.62625243E+00 -0.59571436E+01  0.34288013E-01  0.97715013E-10  0.11928865E-02  0.13621463E-01  0.21538246E-08  0.39256746E-01  0.57806172E-11  0.29489614E-02  0.11004922E+00  0.29344084E-09  0.10643868E-01  0.31705542E+00  0.34067142E-08  0.20223899E-01  0.22355593E+00  0.14786755E-08  0.13939523E-01  0.16622452E+00  0.73939114E-09  0.34484916E-03  0.46654694E-01  0.53271307E-08
  0.64048544E+00 -0.59833992E+01  0.34510648E-01  0.73430665E-10  0.11103262E-02  0.11815148E-01  0.17861972E-08  0.39384030E-01  0.94678968E-12  0.24277634E-02  0.11006930E+00  0.26481552E-09  0.92185922E-02  0.32253476E+00  0.29005223E-08  0.16685930E-01  0.22913264E+00  0.11796946E-08  0.11256508E-01  0.17204521E+00  0.68288938E-09  0.30801625E-03  0.39501131E-01  0.52318121E-08
  0.65471845E+00 -0.60111565E+01  0.34604475E-01  0.49310018E-10  0.10284393E-02  0.10203385E-01  0.13291044E-08  0.39349955E-01  0.91762141E-12  0.19928923E-02  0.10968210E+00  0.21459121E-09  0.79691729E-02  0.32705721E+00  0.22057903E-08  0.13805701E-01  0.23405169E+00  0.83352074E-09  0.91108601E-02  0.17748788E+00  0.56472892E-09  0.27343390E-03  0.33382795E-01  0.46590210E-08
  0.66895146E+00 -0.60400918E+01  0.34601014E-01  0.29078445E-10  0.94869722E-03  0.87818467E-02  0.86854704E-09  0.39194015E-01  0.32547615E-11  0.16329551E-02  0.10898683E+00  0.15277561E-09  0.68812660E-02  0.33075998E+00  0.14648375E-08  0.11457846E-01  0.23837599E+00  0.50819776E-09  0.73932943E-02  0.18257903E+00  0.40984512E-09  0.24148795E-03  0.28165737E-01  0.36429497E-08
  0.68318447E+00 -0.60699146E+01  0.34526282E-01  0.14535064E-10  0.87210440E-03  0.75389758E-02  0.47529406E-09  0.38949027E-01  0.49455147E-11  0.13367009E-02  0.10806605E+00  0.91000066E-10  0.59382255E-02  0.33376601E+00  0.80762294E-09  0.95399125E-02  0.24216666E+00  0.25252181E-09  0.60160285E-02  0.18734415E+00  0.24956987E-09  0.21232934E-03  0.23727533E-01  0.23667538E-08
  0.69741748E+00 -0.61003648E+01  0.34401348E-01  0.57128998E-11  0.79929690E-03  0.64594123E-02  0.19396757E-09  0.38641760E-01  0.41857397E-11  0.10937703E-02  0.10698724E+00  0.40192670E-10  0.51230385E-02  0.33618316E+00  0.32601237E-09  0.79689828E-02  0.24548115E+00  0.88598364E-10  0.49091649E-02  0.19180684E+00  0.11438464E-09  0.18594936E-03  0.19958896E-01  0.11264999E-08
  0.71165049E+00 -0.61312101E+01  0.34243038E-01  0.14500772E-11  0.73063067E-03  0.55262891E-02  0.39723644E-10  0.38293751E-01  0.15980950E-11  0.89502622E-03  0.10580479E+00  0.85755192E-11  0.44194534E-02  0.33810474E+00  0.61068856E-10  0.66783336E-02  0.24837226E+00  0.12802459E-10  0.40173280E-02  0.19598834E+00  0.27414285E-10  0.16223816E-03  0.16763782E-01  0.25193112E-09
  0.72588350E+00 -0.61622431E+01  0.34064625E-01  0.10582930E-12  0.66625587E-03  0.47226852E-02  0.15466264E-11  0.37922129E-01  0.41303851E-12  0.73263299E-03  0.10456206E+00  0.32002849E-12  0.38125647E-02  0.33961078E+00  0.38545284E-11  0.56144324E-02  0.25088788E+00  0.31531186E-11  0.32967561E-02  0.19990752E+00  0.84309613E-13  0.14102756E-03  0.14058663E-01  0.11754565E-10
  0.74011651E+00 -0.61932788E+01  0.33876453E-01  0.18498939E-12  0.60617663E-03  0.40324845E-02  0.50030853E-10  0.37540358E-01  0.55308757E-11  0.59999722E-03  0.10329322E+00  0.15046196E-10  0.32890556E-02  0.34076946E+00  0.10693618E-09  0.47343713E-02  0.25307099E+00  0.29753006E-10  0.27128868E-02  0.20358101E+00  0.30708867E-10  0.12212119E-03  0.11771414E-01  0.53386513E-09
  0.75434952E+00 -0.62241523E+01  0.33686456E-01  0.71735584E-12  0.55029754E-03  0.34408352E-02  0.14707964E-09  0.37158866E-01  0.21771575E-10  0.49164316E-03  0.10202489E+00  0.48189119E-10  0.28372337E-02  0.34163871E+00  0.30187828E-09  0.40037447E-02  0.25496005E+00  0.64774281E-10  0.22384053E-02  0.20702351E+00  0.10602759E-09  0.10531467E-03  0.98400464E-02  0.17642418E-08
  0.76858253E+00 -0.62547165E+01  0.33500585E-01  0.13429791E-11  0.49845884E-03  0.29343513E-02  0.25513897E-09  0.36785565E-01  0.51890447E-10  0.40306450E-03  0.10077746E+00  0.92102779E-10  0.24469531E-02  0.34226761E+00  0.51762216E-09  0.33949282E-02  0.25658938E+00  0.89315244E-10  0.18516912E-02  0.21024809E+00  0.20504841E-09  0.90408578E-04  0.82114531E-02  0.34754403E-08
  0.78281554E+00 -0.62848404E+01  0.33323154E-01  0.21512135E-11  0.45046240E-03  0.25011561E-02  0.34422045E-09  0.36426283E-01  0.95021924E-10  0.33057635E-03  0.99566185E-01  0.13765042E-09  0.21094803E-02  0.34269778E+00  0.69553392E-09  0.28857010E-02  0.25798963E+00  0.95887514E-10  0.15355962E-02  0.21326654E+00  0.30411788E-09  0.77216074E-04  0.68402296E-02  0.53209343E-08
  0.79704855E+00 -0.63144071E+01  0.33157117E-01  0.33869943E-11  0.40609047E-03  0.21308309E-02  0.39581857E-09  0.36085106E-01  0.14609754E-09  0.27117891E-03  0.98402125E-01  0.17596119E-09  0.18173376E-02  0.34296447E+00  0.79856113E-09  0.24581488E-02  0.25918824E+00  0.86811408E-10  0.12764859E-02  0.21608968E+00  0.38199793E-09  0.65566875E-04  0.56876062E-02  0.69191759E-08
  0.81128156E+00 -0.63433127E+01  0.33004300E-01  0.51596743E-11  0.36511877E-03  0.18143131E-02  0.40366429E-09  0.35764675E-01  0.19650930E-09  0.22243755E-03  0.97292865E-01  0.20002380E-09  0.15641442E-02  0.34309761E+00  0.81381163E-09  0.20977960E-02  0.26020984E+00  0.69954984E-10  0.10634920E-02  0.21872759E+00  0.42387300E-09  0.55308596E-04  0.47205032E-02  0.79442160E-08
  0.82551457E+00 -0.63714647E+01  0.32865594E-01  0.72678349E-11  0.32732543E-03  0.15437702E-02  0.37190887E-09  0.35466425E-01  0.23593659E-09  0.18238031E-03  0.96243150E-01  0.20583798E-09  0.13444663E-02  0.34312260E+00  0.74947912E-09  0.17929175E-02  0.26107660E+00  0.53780914E-10  0.88792839E-03  0.22118981E+00  0.42357347E-09  0.46306343E-04  0.39107067E-02  0.81993798E-08
  0.83974758E+00 -0.63987806E+01  0.32741123E-01  0.91992362E-11  0.29249671E-03  0.13124661E-02  0.31170894E-09  0.35190809E-01  0.25491953E-09  0.14941187E-03  0.95255424E-01  0.19294282E-09  0.11536809E-02  0.34306107E+00  0.62808138E-09  0.15339947E-02  0.26180856E+00  0.43514225E-10  0.74283504E-03  0.22348553E+00  0.38377254E-09  0.38441135E-04  0.32341558E-02  0.76563365E-08
  0.85398059E+00 -0.64251874E+01  0.32630399E-01  0.10297632E-10  0.26043047E-03  0.11146300E-02  0.23727425E-09  0.34937491E-01  0.24753208E-09  0.12224218E-03  0.94330290E-01  0.16426629E-09  0.98785497E-03  0.34293141E+00  0.47833940E-09  0.13132829E-02  0.26242382E+00  0.39561171E-10  0.62262045E-03  0.22562359E+00  0.31437532E-09  0.31607643E-04  0.26703315E-02  0.64518958E-08
  0.86821360E+00 -0.64506196E+01  0.32532463E-01  0.10028812E-10  0.23093806E-03  0.94533315E-03  0.16229464E-09  0.34705523E-01  0.21344273E-09  0.99827829E-04  0.93466928E-01  0.12536913E-09  0.84363990E-03  0.34274930E+00  0.32777996E-09  0.11244682E-02  0.26293877E+00  0.38373162E-10  0.52278137E-03  0.22761257E+00  0.22967067E-09  0.25711588E-04  0.22017336E-02  0.48460884E-08
  0.88244661E+00 -0.64750191E+01  0.32446019E-01  0.82443397E-11  0.20384504E-03  0.80037559E-03  0.97367950E-10  0.34493515E-01  0.15876612E-09  0.81323993E-04  0.92663462E-01  0.83263481E-10  0.71818118E-03  0.34252812E+00  0.19748385E-09  0.96239246E-03  0.26336820E+00  0.35074635E-10  0.43968176E-03  0.22946077E+00  0.14499746E-09  0.20667129E-04  0.18134367E-02  0.31545678E-08
